datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1949-10-10 20:30:00,san marcos,tx,us,cylinder,2700,45 minutes,This event took place in early fall around 1949-50. It occurred after a Boy Scout meeting in the Baptist Church. The Baptist Church sit,2004-04-27,29.8830556,-97.9411111
1949-10-10 21:00:00,lackland afb,tx,,light,7200,1-2 hrs,1949 Lackland AFB&#44 TX.  Lights racing across the sky &amp; making 90 degree turns on a dime.,2005-12-16,29.38421,-98.581082
1955-10-10 17:00:00,chester (uk/england),,gb,circle,20,20 seconds,Green/Orange circular disc over Chester&#44 England,2008-01-21,53.2,-2.916667
1956-10-10 21:00:00,edna,tx,us,circle,20,1/2 hour,My older brother and twin sister were leaving the only Edna theater at about 9 PM&#44...we had our bikes and I took a different route home,2004-01-17,28.9783333,-96.6458333
1960-10-10 20:00:00,kaneohe,hi,us,light,900,15 minutes,AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise&#44 I was at 50&#44000&#39 in a &quot;clean&quot; aircraft (no ordinan,2004-01-22,21.4180556,-157.8036111
1961-10-10 19:00:00,bristol,tn,us,sphere,300,5 minutes,My father is now 89 my brother 52 the girl with us now 51 myself 49 and the other fellow which worked with my father if he&#39s still livi,2007-04-27,36.595,-82.1888889
1965-10-10 21:00:00,penarth (uk/wales),,gb,circle,180,about 3 mins,penarth uk  circle  3mins  stayed 30ft above me for 3 mins slowly moved of and then with the blink of the eye the speed was unreal,2006-02-14,51.434722,-3.18
1965-10-10 23:45:00,norwalk,ct,us,disk,1200,20 minutes,A bright orange color changing to reddish color disk/saucer was observed hovering above power transmission lines.,1999-10-02,41.1175,-73.4083333
1966-10-10 20:00:00,pell city,al,us,disk,180,3  minutes,Strobe Lighted disk shape object observed close&#44 at low speeds&#44 and low altitude in Oct 1966 in Pell City Alabama,2009-03-19,33.5861111,-86.2861111
1966-10-10 21:00:00,live oak,fl,us,disk,120,several minutes,Saucer zaps energy from powerline as my pregnant mother receives mental signals not to pass info,2005-05-11,30.2947222,-82.9841667
1968-10-10 13:00:00,hawthorne,ca,us,circle,300,5 min.,ROUND &#44 ORANGE &#44 WITH WHAT I WOULD SAY WAS POLISHED METAL OF SOME KIND AROUND THE EDGES .,2003-10-31,33.9163889,-118.3516667
1968-10-10 19:00:00,brevard,nc,us,fireball,180,3 minutes,silent red /orange mass of energy floated by three of us in western North Carolina in the 60s,2008-06-12,35.2333333,-82.7344444
1970-10-10 16:00:00,bellmore,ny,us,disk,1800,30 min.,silver disc seen by family and neighbors,2000-05-11,40.6686111,-73.5275
1970-10-10 19:00:00,manchester,ky,us,unknown,180,3 minutes,Slow moving&#44 silent craft accelerated at an unbelievable angle and speed.,2008-02-14,37.1536111,-83.7619444
1971-10-10 21:00:00,lexington,nc,us,oval,30,30 seconds,green oval shaped light over my local church&#44power lines down..,2010-02-14,35.8238889,-80.2536111
1972-10-10 19:00:00,harlan county,ky,us,circle,1200,20minutes,On october 10&#44 1972 myself&#44my 5yrs.daughter&#442 neices and 2 nephews were playing tag in the back yard .When we looked over on the ridge,2005-09-15,36.8430556,-83.3219444
1972-10-10 22:30:00,west bloomfield,mi,us,disk,120,2 minutes,The UFO was so close&#44 my battery in the car went to zero amps&#44 stalling the engine&#44 turning off my lights and radio.,2007-08-14,42.5377778,-83.2330556
1973-10-10 19:00:00,niantic,ct,us,disk,1800,20-30 min,Oh&#44 what a night &#33  Two (2) saucer-shaped&#44 glowing green objects and one (1) brilliantly glowing sphere gliding over the lake.,2003-09-24,41.3252778,-72.1936111
1973-10-10 23:00:00,bermuda nas,,,light,20,20 sec.,saw fast moving blip on the radar scope thin went outside and saw it again.,2002-01-11,32.364167,-64.678611
1974-10-10 19:30:00,hudson,ma,us,other,2700,45 minutes,Not sure of the eact month or year of this sighting but it was in the fall of 74 or 75. Was walking home around dusk and saw a bright l,1999-08-10,42.3916667,-71.5666667
1974-10-10 21:30:00,cardiff (uk/wales),,gb,disk,1200,20 minutes,back in 1974 I was 19 at the time and  lived in a suburb of Cardiff Wales UK called Ely&#44 and in the distance there was a wood called Ca,2007-02-01,51.5,-3.2
1974-10-10 23:00:00,hudson,ks,us,light,1200,one hour?,The light chased us.,2004-07-25,38.1055556,-98.6597222
1975-10-10 17:00:00,north charleston,sc,us,light,360,5-6 minutes,Several Flashing UFO lights over Charleston Naval Base in S.C.,2008-02-14,32.8544444,-79.975
1976-10-10 20:30:00,washougal,wa,us,oval,60,1 minute,Three extremely large lights hanging above nearby trees.,2014-02-07,45.5827778,-122.3522222
1976-10-10 22:00:00,stoke mandeville (uk/england),,gb,cigar,3,3 seconds,White object over Buckinghamshire UK.,2009-12-12,51.783333,-0.783333
1977-10-10 12:00:00,san antonio,tx,us,other,30,30 seconds,i was about six or seven and my family and me were sitting next to a window at home eating when a type of dark ball hit the screen wind,2005-02-24,29.4238889,-98.4933333
1977-10-10 22:00:00,louisville,ky,us,light,30,approx: 30 seconds,HBCCUFO CANADIAN REPORT:  Pilot Sighting Of Unusual Light.,2004-03-17,38.2541667,-85.7594444
1978-10-10 02:00:00,elmont,ny,us,rectangle,300,5min,A memory I will never forget that happened meny years ago.,2007-02-01,40.7008333,-73.7133333
1979-10-10 00:00:00,poughkeepsie,ny,us,chevron,900,15 minutes,1/4 moon-like&#44  its &#39chord&#39 or flat side parallel to horizon&#44  bright orange-red glow&#44  completely silent&#44 no features.,2005-04-16,41.7002778,-73.9213889
1979-10-10 22:00:00,saddle lake (canada),ab,,triangle,270,4.5 or more min.,Lights far above&#44  that glance; then flee from the celestrialhavens&#44 only to appear again.,2005-01-19,53.970571,-111.689885
1979-10-10 22:00:00,san diego,ca,us,oval,180,3 minutes,My 2nd UFO sighting&#44 October 1979,2001-08-05,32.7152778,-117.1563889
1979-10-10 22:00:00,security,co,us,unknown,1800,30mins.,very low clouds all different colors&#44search lights were seen shining down out of the clouds on the houses and streets. this event was s,1999-01-28,38.7583333,-104.7425
1980-10-10 19:00:00,houston,tx,us,sphere,180,3 min,Sphere&#44 No lights&#44  moving through neighborhoods above tree tops&#44 over busy streets in Houston in 1980.,2005-04-16,29.7630556,-95.3630556
1980-10-10 22:00:00,dallas,tx,us,unknown,300,5 minutes,Strange shape shifting craft of pure light energy.,2002-10-28,32.7833333,-96.8
1980-10-10 23:30:00,manchester,nh,us,light,300,3 to 5 min,A red glowing sphere stopped and watched me.,2010-11-21,42.9955556,-71.4552778
1982-10-10 07:00:00,gisborne (new zealand),,,disk,120,2min,gisborne nz 1982 wainui beach to sponge bay,2002-01-11,-38.662334,178.017649
1984-10-10 05:00:00,houston,tx,us,circle,60,1 minute,2 experience with unkown,2012-04-18,29.7630556,-95.3630556
1984-10-10 12:00:00,traverse city,mi,us,other,120,couple minutes,translucent football seen over city airport,2003-10-07,44.7630556,-85.6205556
1984-10-10 22:00:00,white plains,ny,us,formation,20,15-20 seconds,Saw a hugh object in sky with lights intermittently placed not making any noise traveling north in the night sky.It had no real identif,1999-08-10,41.0338889,-73.7633333
1985-10-10 20:25:00,leeds (uk/england),,gb,triangle,600,10min,three light in the sky that led to a big black silent triangle shaped craft.,2003-03-04,53.8,-1.583333
1986-10-10 20:00:00,holmes/pawling,ny,,chevron,180,3 minutes,Football Field Sized Chevron with bright white lights on front&#44 moving slowly with absolutely no sound,2007-10-08,41.523427,-73.646795
1988-10-10 18:00:00,milwaukee,wi,us,triangle,600,10 minutes,A silent black triangular object with no lights moved over us as we walked our dog across a school playground.,2007-08-07,43.0388889,-87.9063889
1988-10-10 21:00:00,new gloucester,me,us,unknown,120,few minutes,I&#39m still afraid to look at the sky at night.,2009-01-10,43.9627778,-70.2830556
1988-10-10 22:00:00,boulder,co,us,light,60,1 minute,Three Stars Begin to Move Randomly&#44 Stop&#44 Change Direction&#44 Move Again&#44 And Then Vanish,2006-07-16,40.015,-105.27
1988-10-10 22:45:00,seattle (ballard area),wa,us,unknown,2,2 sec.,Two adult witnesses are stunned by the sound of an object that streaks above the home they are in.,2004-04-27,47.6063889,-122.3308333
1989-10-10 00:00:00,calabasas,ca,us,disk,300,approx 5 min,Unidentified object on Mulholland Highway.,2004-12-14,34.1577778,-118.6375
1989-10-10 21:00:00,centralia,wa,us,triangle,60,1 minute,A huge triangularly shaped silent object that blotted out 25 degrees of the sky&#44 lighted by four glowing points.,2004-04-27,46.7163889,-122.9530556
1989-10-10 21:00:00,kranklin,ky,,triangle,180,3min,Triangle seen in franklin Ky - october 1989,2005-05-11,36.722263,-86.577218
1990-10-10 21:00:00,ashburn,ga,us,triangle,120,2 minutes,Translucent Craft that makes No Sound While Moving,2007-10-08,31.7058333,-83.6533333
1991-10-10 22:00:00,frisco,nc,us,unknown,1800,30 minutes,A friend and myself were standing on the shore of the Pamlico sound as we observed 4 objects moving in up and down motions for about 30,1999-01-28,35.235,-75.6288889
1991-10-10 22:00:00,harrisburg,pa,us,triangle,600,10 minutes,We observed 3 triangular shaped high speed objects&#33,2003-05-09,40.2736111,-76.8847222
1992-10-10 17:00:00,panama city,fl,us,formation,3600,1 hour(?),During a road trip to Panama City a friend and I witnessed a pair of luminous light formations appear and dissappear over the Gulf.,1999-01-28,30.1586111,-85.6602778
1992-10-10 18:00:00,stafford,tx,us,unknown,10,10 seconds,A man emerges from a beam of light that shines on a grassy field at night and he runs towards the Texas Instruments parking lot.,2012-04-18,29.6158333,-95.5575
1992-10-10 20:15:00,seymour,tn,us,cigar,60,1min. 39s,Stationary Elongated UFO 200ft above vacant field with city lights on bottom,2008-10-31,35.8905556,-83.7247222
1992-10-10 22:00:00,weatherford,tx,us,unknown,30,30 seconds,Black or dark grey.  Too big&#44 too low&#44 too slow&#44 too quiet&#44 for a normal aircraft.,2005-09-02,32.7591667,-97.7969444
1993-10-10 03:00:00,zlatoust (russia),,,sphere,1200,20 minutes,I woke up at night and looked out the window near my bed. There was a huge sphere of shining light in front of our nine floor apartment,2004-12-14,55.183333,59.65
1993-10-10 22:00:00,peoria,il,us,light,8,8 seconds,Light over Peoria&#44 IL that moves slowly&#44 stops in mid-air&#44 hovers&#44 changes colors&#44 shoots in opposite direction and disappears.,2005-10-11,40.6936111,-89.5888889
1993-10-10 23:00:00,carthage,tn,us,other,60,less than 1 min,1 object with green and red lights,2003-03-21,36.2522222,-85.9516667
1994-10-10 15:00:00,mercedies,tx,,cigar,3600,1 hour,ufo chased by fighter jet over Rio Grande Valley. Seen on news,2011-12-12,26.149798,-97.913611
1994-10-10 18:30:00,burnt hills,ny,us,rectangle,120,2 minutes,Giant rectangular craft (resembling an upside-down aircraft carrier) over highway near Saratoga&#44 NY.,2013-10-23,42.9097222,-73.8955556
1994-10-10 22:00:00,pinebergen,ar,us,light,5,5 seconds,Round&#44 bright&#44 low flying object silently speeds West of Arkansas town at 11:30pm&#44 10/10/94.,2001-02-18,34.1027778,-91.9922222
1994-10-10 23:00:00,toronto (greater toronto area) (canada),on,ca,sphere,3600,~1 hour,Large rusty sphere,2013-07-03,43.666667,-79.416667
1995-10-10 19:45:00,milwaukee,wi,us,,120,2 min.,Man  on Hwy 43 SW of Milwaukee sees large&#44 bright blue light streak by his car&#44 descend&#44 turn&#44 cross road ahead&#44 strobe. Bizarre&#33,1999-11-02,43.0388889,-87.9063889
1995-10-10 22:40:00,oakland,ca,us,,60,1 minute,Woman repts.  bright light in NW sky&#44 suddenly approaches her&#44 flies slowly overhead.  Swept wings&#44 2 blurry lights either side.,1999-11-02,37.8044444,-122.2697222
1996-10-10 03:20:00,higginsville,mo,us,triangle,3,3sec,illuminated triangular craft&#44 flying at high speed from South to North,2000-02-16,39.0725,-93.7169444
1996-10-10 20:00:00,lake macquarie (nsw&#44 australia),,,light,300,5 min,RED LIGHT WITH OTHER RED FLASHING LIGHT&#44 ONE OBJECT,1999-05-24,-33.093373,151.588982
1996-10-10 22:00:00,charleston,sc,us,light,300,5 min,Flashing object above Charleston&#44 SC,2003-11-26,32.7763889,-79.9311111
1996-10-10 22:30:00,monroe county,oh,us,cylinder,60,1 minute,Looked like it went through the hillside,2004-07-08,39.4402778,-84.3622222
1997-10-10 16:00:00,connersville,in,us,delta,14400,4 hours,3 differants types &#44 cluster &#44delta &#44 and one in a 3 pointed star design . followed it for six miles .,1999-01-28,39.6411111,-85.1411111
1997-10-10 17:00:00,mesa,az,us,sphere,30,30 seconds,A small dark purple quad-thruster craft hovering 200-300 feet in the sky. 500 Lights On Object0: Yes,2008-02-14,33.4222222,-111.8219444
1997-10-10 20:00:00,bonaire,ga,us,triangle,300,<5 minutes,Triangular Object Sighted at Very Close Range,2007-02-01,32.5436111,-83.5961111
1997-10-10 21:00:00,austin,mn,us,other,3600,1-hour,i was traveling northbound on state highway 105 approximately 8 miles south of Austin MN when an object came down directly above my car,1999-01-28,43.6666667,-92.9744444
1998-10-10 02:30:00,hollywood,ca,us,changing,300,5 minutes,I was standing outside on Sunset Blvd. at Vine and looked straight up which I normally do not do. I saw three bright white lights in a,1998-11-01,34.0983333,-118.3258333
1998-10-10 03:30:00,phoenix (north part),az,us,fireball,15,10 to 15 sec,bright green moving north to north east. it was bright green and kinda clear. quite fast too.,1999-02-16,33.4483333,-112.0733333
1998-10-10 13:15:00,elgin,il,us,cylinder,1800,30 +/- min,While looking up at sky I noticed a bright light hovering above the sky. then I noticed a jet airliner traveling in the same area and I,1998-11-01,42.0372222,-88.2811111
1998-10-10 17:30:00,las vegas,nv,us,cigar,600,10 minutes,White&#44 vertical cigar shape floating around in the eastern sky.,1998-11-01,36.175,-115.1363889
1998-10-10 17:30:00,las vegas,nv,us,circle,2700,45min.,Ufo sighting in las vegas near Area51,1999-08-30,36.175,-115.1363889
1998-10-10 20:30:00,nyc/westchester area,ny,,triangle,60,< 1 min,Lights over NYC,2006-10-30,40.935998,-73.901708
1998-10-10 20:30:00,spokane (about 30 miles sw of&#44i-90&#44 maybe mm 254),wa,us,triangle,600,10 minutes,Dark boomerange object seen for ten minutes hovering over the freeway with a bright light out the front that lit up the fields. No jet,2001-08-05,47.6588889,-117.425
1998-10-10 20:50:00,mooresville,nc,us,light,2,2 seconds,Star gazing in back yard with telescope and binos. Saw shooting star and an oblong shape of light.,1998-11-01,35.5847222,-80.8102778
1998-10-10 22:30:00,st. john&#39s (canada),nf,ca,egg,7200,2 hours,Started off as 3 points of intense yellow light in triangle formation - then grew larger - it becage a single egg shape - VERY bright.,2000-12-02,47.55,-52.666667
1998-10-10 23:50:00,delano,tn,us,fireball,15,15 seconds,I came home from work one night and I seen a bright fire like ball go across the top ofthe mountain and it was going fast then it stopp,2003-03-21,35.265,-84.5533333
1999-10-10 00:01:00,martinez,ca,us,changing,3600,1 hour,Bright objects&#44 red and green flashing lights (and a diffuse white light off to one side of the larger of the two objects)&#44 about 30 de,1999-10-19,38.0194444,-122.1330556
1999-10-10 04:00:00,kansas city,ks,us,unknown,600,5-10 min.,Orange object over city.,1999-10-19,39.1141667,-94.6272222
1999-10-10 06:00:00,dallas,tx,us,other,10,10 seconds,group of   twinkling lights at high altitude,2001-11-20,32.7833333,-96.8
1999-10-10 11:00:00,san diego,ca,us,fireball,3600,1 hour,At 10:45 in the morning&#44 my father and I noticed a small stationary object in the sky.,1999-10-19,32.7152778,-117.1563889
1999-10-10 12:40:00,kennewick,wa,us,sphere,45,45 secs,Standing outside saying goodby to family members and pointing to Chem-Trails,1999-10-19,46.2113889,-119.1361111
1999-10-10 20:35:00,hayward,ca,us,circle,90,60-90 sec,Many different colored glowing  objects,2001-11-20,37.6688889,-122.0797222
1999-10-10 21:00:00,rachel,nv,us,light,10800,3 hours,Bright lights with incredible agility seen from mailbox at Area 51 on UFO highway in Nevada for several hourse.,2005-05-24,37.6447222,-115.7427778
1999-10-10 21:30:00,humphrey,ne,us,sphere,300,5 min,Object moving erratically in sky stopped by spot light,2006-02-14,41.6916667,-97.4841667
1999-10-10 22:30:00,casey key (north end of),fl,,triangle,120,several minutes,A large trianglual shaped craft flew from horizon to horizon as observed from the stern deck of a motor vessel,2002-09-19,27.150053,-82.480653
1999-10-10 22:30:00,elgin,or,us,chevron,240,4 minutes,Object silently traveled north -northwest. It was V shaped with five orange lights on the perimeter and one white ligh in the center of,1999-10-19,45.565,-117.9163889
1999-10-10 23:45:00,lewiston,mi,us,oval,2700,45 minutes,Oval shaped with lights all around it in a haze with several smaller lights flying all around it.,1999-10-19,44.8838889,-84.3055556
2000-10-10 03:00:00,perryville,mo,us,oval,180,3 minutes,The craft was big&#44 orange&#44 and oval shaped.,2000-12-02,37.7241667,-89.8611111
2000-10-10 06:15:00,boynton beach,fl,us,other,10,10 seconds,Unusual light formation moving extremely fast across the sky.,2000-12-02,26.525,-80.0666667
2000-10-10 07:30:00,victoria (canada),bc,ca,cylinder,30,30seconds,Smooth Shiny Cylinder,2000-12-02,46.216667,-63.483333
2000-10-10 16:00:00,jueanu,wi,,triangle,45,45 seconds,5 bight light V shaped,2000-12-02,43.40555,-88.705104
2000-10-10 20:20:00,valley park area of st. louis,mo,,oval,15,15 seconds,Driving on Hyw.141 at Hyw. 44 and going East&#44 I witnessed to my right a glowing orb of light streak horizontally from East to West at a,2000-12-02,38.627003,-90.199404
2000-10-10 20:30:00,brinktown,mo,us,light,1800,30 min.,3 bright golden lights moving independently above the tree line flaring and fading intermittently for approx. 15 min.,2000-12-02,38.1266667,-92.0844444
2000-10-10 21:30:00,florence,ky,us,light,5,4-5 seconds,Two objects traveling side by side pass over&#44 as one begins to zig&#44 zag it&#39s path.,2000-12-02,38.9988889,-84.6266667
2000-10-10 21:30:00,seattle (west),wa,us,unknown,10,10 sec,Dark object in the shape of a (4) after dusk in West Seattle,2003-02-11,47.6063889,-122.3308333
2000-10-10 22:00:00,port orchard,wa,us,diamond,60,1min,One night my window started to flash,2009-05-12,47.5405556,-122.635
2001-10-10 03:00:00,rockwell city,ia,us,triangle,240,4 min.s,Large&#44silent&#44slow&#44low to the ground dull-black Triangle UFO with round red lights at it&#39s corners that were off .I drew it.,2002-07-01,42.3952778,-94.6336111
2001-10-10 04:33:00,sydney (nsw&#44 australia),,au,formation,180,3 minutes,formation and impact,2001-11-20,-33.861481,151.205475
2001-10-10 20:10:00,vancouver (canada),bc,ca,other,300,+5 minutes,I observed an green object significantly above a house with the address ((deleted)) Dunbar Street.,2011-05-12,49.25,-123.133333
2001-10-10 20:35:00,hayward,ca,us,circle,120,2/min.,FALLING STAR  STOPS  &#39SHOTS OUT  DOZENS OF RED POINTS OF LIGHT,2001-11-20,37.6688889,-122.0797222
2001-10-10 21:15:00,ottumwa,ia,us,rectangle,300,3-5 minutes,We saw a square object at night&#44  which had 2 blue &amp; 2 red lights at corners&#44 hovering in sky above us.,2001-11-20,41.0041667,-92.3736111
2001-10-10 21:30:00,fresno,ca,us,changing,900,15 min. apprx,Objects were sighted driving north on Highway 5 in California&#39s central valley after night fall&#44 not far past &quot;Kettleman/Fresno&quot; exit s,2001-11-20,36.7477778,-119.7713889
2001-10-10 22:00:00,phoenix,az,us,triangle,60,less then a minute,Triangle shaped craft spotted flying west to east over mid town Phoenix on 10/10/01 at 22:00 hours 4 light dim making no sounellow,2001-11-20,33.4483333,-112.0733333
2001-10-10 23:00:00,virginia beach,va,us,triangle,30,30 seconds,shaped like a stealth bomber (boomerang like&#44 but more triangluar) flat-black in color&#44 made a deep humming sound either really low to,2002-07-26,36.8527778,-75.9783333
2002-10-10 00:01:00,hayward,wi,us,flash,43,0:43,we saw pure a light that occasionaly split into 3 to 4 different lights.,2002-10-15,46.0130556,-91.4844444
2002-10-10 02:00:00,philomath,or,us,unknown,5,about5seconds,i watched on the portland news that the space shuttle would be visiable and went to philomath oregon to what was known to be the apple,2002-10-15,44.5402778,-123.3663889
2002-10-10 04:00:00,adelaide (pt. wakefield) (south australia),,au,circle,600,10 mins,one light became 3,2002-10-28,-34.928661,138.598633
2002-10-10 06:00:00,seattle,wa,us,sphere,90,90 seconds,Light falls from sky,2002-10-15,47.6063889,-122.3308333
2002-10-10 19:45:00,victoria (canada),bc,ca,unknown,120,2 minutes approx,bright white light with black outline around it moving soundlessly and slowly from north banking east and disappearing upward.,2002-10-15,46.216667,-63.483333
2002-10-10 20:30:00,cincinnati,oh,us,other,1800,30 minutes,Large octagon blue lights on rim red center light hovers over downtown Cincinnati thursday October 10.,2002-10-15,39.1619444,-84.4569444
2002-10-10 21:00:00,portland,or,us,circle,120,2min,The LIGHT is the TRUTH&#33,2005-12-16,45.5236111,-122.675
2003-10-10 09:00:00,new buffulo,mi,,light,120,2 minute,Craft that suddenly vanishes and another one that shows up and does strange things at high speeds,2005-05-24,41.79393,-86.743915
2003-10-10 12:00:00,alhambra,ca,us,oval,300,5 min,3 Black ovals in the sky and a floating movie camera,2004-01-17,34.0952778,-118.1261111
2003-10-10 18:00:00,indianapolis,in,us,sphere,1800,30 minutes,Sphere shape object with flashing bright white lights,2003-10-15,39.7683333,-86.1580556
2003-10-10 19:15:00,centreville,va,us,other,600,10 minutes,Aliens check out local high school football game.,2003-10-15,38.8402778,-77.4291667
2003-10-10 20:05:00,grand view,id,us,light,15,12-15 seconds,Bright light above Mt. Home AFB,2003-10-15,42.9897222,-116.0925
2003-10-10 20:25:00,temperance,mi,us,oval,18000,over 5 hours,pulsating green white and red object in the northwest sky at 45degrees,2003-10-31,41.7791667,-83.5688889
2003-10-10 21:10:00,crescent beach,sc,us,formation,37800,1 1/2 hr.,For two consecutive nights&#44 we watched a pattern of lights before we were stunned by a discovery on the beach.,2004-01-17,33.8075,-78.7011111
2003-10-10 22:00:00,albuquerque,nm,us,light,180,3 minutes,Three bright lights that were huddled together than began to seperate and disappeared.,2007-02-01,35.0844444,-106.6505556
2003-10-10 23:00:00,bickerton (near wetherby) (uk/england),,,unknown,2700,45minutes,two bright&#44 but fuzzy lights going in a hovering circle about 200 yards of the ground&#44 with a grey cloud above them,2003-10-15,53.070884,-2.736506
2003-10-10 23:25:00,gleason,wi,us,sphere,1800,30min,UFO Contact&#44 Amazing close sighting,2005-09-02,45.3088889,-89.4963889
2004-10-10 02:50:00,mahwah,nj,us,triangle,180,2 - 3 minutes,Triangle shaped flying&#44 hovering U.F.O. witnessed over Sheraton Hotel in Mahwah&#44 NJ. on 10/10/04.,2011-12-12,41.0886111,-74.1441667
2004-10-10 03:30:00,worthington st. forest,nj,,other,2700,45 min,witnessed a large object and an intense red light that illumiated the object.,2004-10-27,40.058324,-74.405661
2004-10-10 03:50:00,portage la prairie (canada),mb,ca,changing,1200,20minutes,Series of Green Blue Red White lights spherical or triangular formation SE of Portage la Prairie&#44 Manitoba Canada,2004-10-27,49.966667,-98.3
2004-10-10 04:18:00,terre haute,in,us,sphere,5,5 seconds,silently&#44 it came over my head from behind; as I was laying on my back. About the size of a thumbnail at arms length&#44 was a lite white,2004-10-27,39.4666667,-87.4138889
2004-10-10 08:30:00,indianapolis,in,us,oval,15,15 seconds,((NUFORC Note:  Possible sighting of a contrail??  PD)),2004-10-27,39.7683333,-86.1580556
2004-10-10 09:45:00,nobel (canada),on,ca,unknown,300,5:00,Floating Red Object,2004-10-27,45.416667,-80.1
2004-10-10 14:00:00,morgantown,wv,us,circle,10,10 sec,Solid round silver ball passing over at about 3000MSL.,2005-05-24,39.6294444,-79.9561111
2004-10-10 15:00:00,berkeley,ca,us,unknown,180,3 minutes,While driving my car in the mid afternoon of a day in the fall of 2004 on HYW 580 East-bound I had just crossed the San Rafael / Richmo,2005-05-24,37.8716667,-122.2716667
2004-10-10 15:00:00,rock island,il,us,sphere,3600,1 hour,The sky was clear  and the objects at times appeared to rotate slowly.,2004-10-27,41.5094444,-90.5786111
2004-10-10 15:20:00,kedainiai (lithuania),,,oval,240,4min,6 oval light objects very quickly rounded under the dark cloud for a some minutes ((NUFORC Note:  Possible advertising lights??  PD)),2004-10-27,55.288131,23.957728
2004-10-10 19:00:00,chateauqua,ny,,formation,1200,20 min,4 bright circles in a half rainbow formation with a longer bright strip at the top of the formation,2004-10-27,42.209774,-79.466844
2004-10-10 19:00:00,ripley,ny,us,circle,900,15 min,7 red/orange stationary objects appeared over Lake Erie on 10/10/04 for 15 minutes and then all disappeared at once.,2004-10-27,42.2669444,-79.7108333
2004-10-10 21:00:00,faribault,mn,us,flash,900,1/2 hour,Metor or craft descending then sudden flash of light,2004-10-27,44.295,-93.2686111
2004-10-10 21:00:00,mansfield,oh,us,light,7200,a few hours,Several UFO&#39s&#44 one bigger one flew right over the car.,2004-10-27,40.7583333,-82.5155556
2004-10-10 22:00:00,columbia,mo,us,light,60,1 min,A light moved across the sky in a zig zag way then straightened out and went straight out into space in a matter of seconds.,2007-11-28,38.9516667,-92.3338889
2004-10-10 23:30:00,gleason,wi,us,sphere,3000,45-50 mins,It was about 9:30PM my friend and I were going to go out deer shining with my step dads truck and my friends spotlight. We left his hou,2005-09-02,45.3088889,-89.4963889
2005-10-10 07:40:00,seattle,wa,us,other,60,one + minutes,round symetrical with roundish flat bottom shiny white colored low flying bigger than  a plane.,2005-10-11,47.6063889,-122.3308333
2005-10-10 09:00:00,apache junction,az,us,other,30,30 seconds,half-moon shaped objects that just winked out,2005-10-11,33.415,-111.5488889
2005-10-10 09:30:00,north miami beach,fl,us,oval,1800,30 minutes,i sent you an e-mail 2 days ago and really want to be contacted&#44 PLEASE  contact me asap&#44 I&#39m not crazy and nether is my wife&#44 please c,2005-10-20,25.9327778,-80.1627778
2005-10-10 14:45:00,los angeles,ca,us,egg,10,10 seconds,Egg UFO over Hollywood Hills and LAX in LOS ANGELES&#44 CA.,2005-10-20,34.0522222,-118.2427778
2005-10-10 20:00:00,loretto,pa,us,triangle,300,5 minutes,Dull red flash&#44 Triangular ship&#44 Vocal Noises,2006-10-30,40.5030556,-78.6305556
2005-10-10 20:00:00,newtown (uk/wales),,gb,formation,360,5/6 minutes,red/orang lights dancing in the sky.,2006-05-15,52.516667,-3.3
2005-10-10 21:00:00,lewisburg,tn,us,unknown,240,4 minutes,Like a grouping of balloons with a slight glow to them,2006-12-07,35.4491667,-86.7888889
2005-10-10 21:30:00,north miami beach,fl,us,other,3600,60 min,a manta ray shaped object with orange and yellow lights flashing in,2005-10-11,25.9327778,-80.1627778
2005-10-10 22:08:00,east wenatchee,wa,us,light,1200,20 min,Strange light over East Wenatchee Washington,2005-10-20,47.4158333,-120.2919444
2005-10-10 23:00:00,hendersonville,nc,us,light,600,10 minutes,Last night&#44 October 10&#44 at about 11:00PM for about ten minutes I observed a peculiar point source light in the Eastern sky. It was at a,2005-10-11,35.3186111,-82.4611111
2005-10-10 23:07:00,brainerd,mn,us,disk,300,5 min.,A big lighted up silver saucer.,2006-10-30,46.3580556,-94.2005556
2006-10-10 01:00:00,pennington,tx,us,diamond,3600,one hour,IN form of diamond with multi colored lights that acted like disco light except one.  theone light was like a brite star and would resp,2007-02-01,31.1911111,-95.2352778
2006-10-10 05:00:00,san francisco,ca,us,triangle,600,10 minutes,black triangles were seen flying across the surface of the full moon,2006-10-30,37.775,-122.4183333
2006-10-10 12:37:00,blairsville,ga,us,unknown,10,<10 sec.,Intermittant streak by moon&#44 not seen on photo taken 10 seconds earlier.,2006-10-30,34.8761111,-83.9583333
2006-10-10 16:00:00,savannah,tn,us,light,600,10 minutes,weird light that moved in the sky,2006-10-30,35.2247222,-88.2491667
2006-10-10 16:00:00,waynesboro,va,us,triangle,600,8-10 minutes,Large...beautiful...and brighter than anything I&#39ve ever seen....How small I have felt since....,2006-10-30,38.0683333,-78.8897222
2006-10-10 19:00:00,unsure,ar,,fireball,2,a few seconds,Extreme sound with trails and orange red blue hues to it.  The trails were bright bright white.,2006-12-07,35.20105,-91.831833
2006-10-10 20:00:00,bray,ok,us,other,360,6 mins,Glowing V Shaped Object flying Low making no sound.,2009-12-12,34.6377778,-97.8172222
